"inst_id","sido","sgg","openDate","bedCount","instkind","revenue1","salescost1","sga1","salary1","noi1","noe1","interest1","ctax1","profit1","liquidAsset1","quickAsset1","receivableS1","inventoryAsset1","nonCAsset1","tanAsset1","OnonCAsset1","receivableL1","debt1","liquidLiabilities1","shortLoan1","NCLiabilities1","longLoan1","netAsset1","surplus1","revenue2","salescost2","sga2","salary2","noi2","noe2","interest2","ctax2","profit2","liquidAsset2","quickAsset2","receivableS2","inventoryAsset2","nonCAsset2","tanAsset2","OnonCAsset2","receivableL2","debt2","liquidLiabilities2","shortLoan2","NCLiabilities2","longLoan2","netAsset2","surplus2","employee1","employee2","ownerChange","year","difyea","employee_mean","size","inst_id","dif1","dif2","dif3","dif4","dif5","dif6","dif7","dif8","dif9","dif10","dif11","dif12","dif13","dif14","dif15","dif16","dif17","dif18","dif19","dif20","dif21","dif22","dif23","dif24"
308,"seoul",36,20160526,0,2,912525500,58241510,1012169282,525482974,86808,22499097,22251498,169660,-180467241,102994778,97973028,0,5021750,2402643969,2402543969,1e+05,0,1006269105,287415873,0,718853232,718853232,1499369642,0,942538917,60017715,947897271,623085088,4493491,14280539,14269275,0,-75163117,75168386,70650226,55470,4518160,2640662175,2640662175,0,0,1035993678,307547405,0,728446273,728446273,1679836883,0,16,15,"change","2016",1,15.5,15.5,209,-30013417,-1776205,64272011,-97602114,-4406683,8218558,7982223,169660,-105304124,27826392,27322802,-55470,503590,-238018206,-238118206,1e+05,0,-29724573,-20131532,0,-9593041,-9593041,-180467241,0
309,"seoul",36,20141226,0,2,912525500,58241510,1012169282,525482974,86808,22499097,22251498,169660,-180467241,102994778,97973028,0,5021750,2402643969,2402543969,1e+05,0,1006269105,287415873,0,718853232,718853232,1499369642,0,942538917,60017715,947897271,623085088,4493491,14280539,14269275,0,-75163117,75168386,70650226,55470,4518160,2640662175,2640662175,0,0,1035993678,307547405,0,728446273,728446273,1679836883,0,16,15,"change","2014",3,15.5,15.5,210,-30013417,-1776205,64272011,-97602114,-4406683,8218558,7982223,169660,-105304124,27826392,27322802,-55470,503590,-238018206,-238118206,1e+05,0,-29724573,-20131532,0,-9593041,-9593041,-180467241,0
311,"choongnam",37,20140310,132,6,5114477911,397709572,4059437181,1652618232,121632016,13668705,0,0,765294469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4538536290,260642738,4365044344,1801854733,25298104,15162817,0,0,-77015505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,88,"same","2014",3,82.5,214.5,211,575941621,137066834,-305607163,-149236501,96333912,-1494112,0,0,842309974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"choongnam",37,20130612,359,6,6810866759,0,6070665618,3354320790,149673702,474302564,21730304,45861360,369710919,1655341948,1650763948,545074000,4578000,3772044670,3712187837,15210000,0,1770147793,445927834,0,1324219959,7e+08,3657238825,0,5902588736,0,5364694225,2965122670,125486730,352159914,25748793,37610940,273610387,798438177,795422777,495163300,3015400,4181556259,3949346259,200210000,0,1605538662,391038263,0,1214500399,7e+08,3374455774,0,102,102,"same","2013",4,102,461,212,908278023,0,705971393,389198120,24186972,122142650,-4018489,8250420,96100532,856903771,855341171,49910700,1562600,-409511589,-237158422,-1.85e+08,0,164609131,54889571,0,109719560,0,282783051,0
313,"choongnam",37,20080403,181,6,6022897430,0,5731404444,3457027408,13816616,109873778,100155378,0,195435824,2733403783,2722132805,0,11270978,4152961568,3960215568,192746000,0,3638414360,511012058,0,3127402302,2.7e+09,3247950991,1245761391,5870232340,0,5647585477,3262464389,15284589,101855382,83122780,16579350,119496720,2691376283,2680604285,0,10771998,4075275568,3905529568,169746000,0,3714136684,504734382,0,3209402302,2.78e+09,3052515167,1050325567,100,100,"same","2008",9,100,281,213,152665090,0,83818967,194563019,-1467973,8018396,17032598,-16579350,75939104,42027500,41528520,0,498980,77686000,54686000,2.3e+07,0,-75722324,6277676,0,-8.2e+07,-8e+07,195435824,195435824
314,"choongnam",37,20080110,96,6,3617018150,182791341,3168632669,2009260600,3995975,74820522,73150400,21785193,172984400,781476480,775279480,0,6197000,4096044348,3110556348,6e+06,0,2450797797,165816357,0,2284981440,2284981440,2426723031,0,3349896660,142431977,2891425889,1691989430,44477,259716310,67397175,31805230,24561731,901499174,893253174,0,8246000,4188463001,3199975001,9e+06,0,2334207234,114857014,0,2219350220,2219350220,2755754941,0,65,65,"same","2008",9,65,161,214,267121490,40359364,277206780,317271170,3951498,-184895788,5753225,-10020037,148422669,-120022694,-117973694,0,-2049000,-92418653,-89418653,-3e+06,0,116590563,50959343,0,65631220,65631220,-329031910,0
315,"jeonnam",38,20140924,80,6,2332888550,328597790,1897648096,1138795770,5822171,50925822,50664742,7278912,54260101,712353513,680651243,632065141,31702270,4051313701,4051313701,0,0,1520959116,291959116,0,1.23e+09,1.23e+09,3242708098,239515288,2085095260,254247132,1700677379,1183912731,1046321,83046776,32925976,5292770,42877524,495580208,459677478,420990949,35902730,3821428777,3821428777,0,0,1227102655,127102655,0,1.1e+09,1e+09,3089906330,86713520,39,38,"change","2014",3,38.5,118.5,215,247793290,74350658,196970717,-45116961,4775850,-32120954,17738766,1986142,11382577,216773305,220973765,211074192,-4200460,229884924,229884924,0,0,293856461,164856461,0,1.3e+08,2.3e+08,152801768,152801768
316,"jeonnam",38,20030519,50,6,5524218104,0,5446774518,3136901296,16718613,74969425,74460582,37401140,-18208366,1305302510,1174842481,1071459236,130460029,4680289253,4680289253,0,0,3002753468,269242505,0,2733510963,2339186503,2982838295,2794459345,6294597046,0,5967703061,3298759475,13437904,90821791,88988081,26174570,223335528,1566756303,1516666897,1416650312,50089406,4536172558,4536172558,0,0,3059887345,108606838,0,2951280507,2514951573,3043041516,2854662566,69,70,"same","2003",14,69.5,119.5,216,-770378942,0,-520928543,-161858179,3280709,-15852366,-14527499,11226570,-241543894,-261453793,-341824416,-345191076,80370623,144116695,144116695,0,0,-57133877,160635667,0,-217769544,-175765070,-60203221,-60203221
317,"daegu",40,20070104,189,4,41103970120,0,35309191904,14557664830,984129575,750475285,242216292,1762962000,4265470506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38884703100,0,31913166268,13730437250,2090440965,2768636006,264003427,1285656840,5007684951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,"same","2007",10,211,400,217,2219267020,0,3396025636,827227580,-1106311390,-2018160721,-21787135,477305160,-742214445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"daegu",42,20020304,150,5,21560053503,2966155185,17606296610,7900977255,6683134,347359426,306401676,0,646925416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17932738189,2195199434,14524326269,6253624943,3589154,307996522,306696522,0,908805118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,135,"same","2002",15,145,295,218,3627315314,770955751,3081970341,1647352312,3093980,39362904,-294846,0,-261879702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"daegu",44,19980507,134,6,3634865780,0,2750632072,1453742920,733292,69238619,66339342,140852850,674875531,2191023225,2182779625,0,8243600,4070057529,4005131046,16126750,0,2484146420,44226982,0,2439919438,2439919438,3776934334,1056194334,3072259480,0,2447532924,1162735560,4272789,76585674,74008203,5746970,546666701,1146115045,1138952645,0,7162400,4161471956,4096545473,16126750,0,2205528198,65604140,0,2139924058,2139924058,3102058803,381318803,54,53,"same","1998",19,53.5,187.5,219,562606300,0,303099148,291007360,-3539497,-7347055,-7668861,135105880,128208830,1044908180,1043826980,0,1081200,-91414427,-91414427,0,0,278618222,-21377158,0,299995380,299995380,674875531,674875531
320,"daejeon",49,20100519,193,6,5139874046,425257616,3956356852,2348010879,169393110,420333030,28072696,56780570,450539088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974953429,280640239,3897815211,2265056515,188587794,532679007,50222017,56695910,395710856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,"same","2010",7,57,250,220,164920617,144617377,58541641,82954364,-19194684,-112345977,-22149321,84660,54828232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"daejeon",49,19871211,50,5,0,0,68217740,0,175263,0,0,0,-68042477,369446461,368944087,338952500,502374,5968101548,5846511548,0,0,35751750,35751750,0,0,0,6301796259,0,0,0,62255630,0,2232883,15700981,0,0,-75723728,437486038,436983664,410452500,502374,5968101548,5846511548,0,0,35751750,35751750,0,0,0,6369835836,0,1,1,"same","1987",30,1,51,221,0,0,5962110,0,-2057620,-15700981,0,0,7681251,-68039577,-68039577,-71500000,0,0,0,0,0,0,0,0,0,0,-68039577,0
322,"daejeon",50,20071113,134,6,5179856800,910527771,4009255929,1794018830,17866507,98493482,62079310,6220386,173225739,3059885510,3056879000,2123853481,3006510,3518877016,3474455996,44421020,0,2249563644,497563644,0,1.75e+09,1.75e+09,4329198882,0,4659924920,809546421,3645651437,1691495140,1297956,105664653,63430209,6310290,94050075,2870991421,2865958309,2232942951,5033112,3716991803,3634546443,82445360,0,2432010081,680010081,0,1.75e+09,1.75e+09,4155973143,0,63,67,"same","2007",10,65,199,222,519931880,100981350,363604492,102523690,16568551,-7171171,-1350899,-89904,79175664,188894089,190920691,-109089470,-2026602,-198114787,-160090447,-38024340,0,-182446437,-182446437,0,0,0,173225739,0
323,"daejeon",50,20060414,298,6,6273341294,336456498,5722357235,3489773125,6041465,109412721,102599597,0,111156305,1578637944,1575373444,509170960,3264500,4779910899,4704189959,0,0,2780394878,627429048,0,2152965830,1.5e+09,3578153965,1299480565,5978234207,293565195,5325923913,3168721690,61180400,70604997,40823581,9471270,339849232,2071429529,2068444959,0,0,4863824672,4833672825,0,0,2687733780,511234104,0,2176499676,1.5e+09,4247520421,1968847021,88,77,"change","2006",11,82.5,380.5,223,295107087,42891303,396433322,321051435,-55138935,38807724,61776016,-9471270,-228692927,-492791585,-493071515,509170960,3264500,-83913773,-129482866,0,0,92661098,116194944,0,-23533846,0,-669366456,-669366456
324,"seoul",51,20000929,19,5,1.04e+11,18940593910,81339952123,36688034110,631221521,84140691,0,2808883191,970982375,39251702540,37600054201,9897251698,1651648339,1.14e+11,66585451756,1348274440,0,14291059131,6618256131,0,7672803000,0,1.39e+11,1.34e+11,93240693573,18069090177,56468796950,32987437020,2254292183,7895816635,0,2790916274,10270365720,29607598587,27823353627,2621615493,1784244960,1.01e+11,58295374061,1218766990,0,57362540923,5858657296,0,51503883627,0,73539391293,68527297093,426,393,"change","2000",17,409.5,428.5,224,10759306427,871503733,24871155173,3700597090,-1623070662,-7811675944,0,17966917,-9299383345,9644103953,9776700574,7275636205,-132596621,1.3e+10,8290077695,129507450,0,-43071481792,759598835,0,-43831080627,0,65460608707,65472702907
325,"seoul",52,20081231,16,2,43116940,20143658,398077071,1.26e+08,241591,4123400,0,0,-378985598,17700750,17700750,3870760,0,4813897974,4812929974,968000,0,353345888,343445888,0,9900000,0,4478252836,0,47626240,27270214,354557436,117041930,222707747,27740791,0,0,-139234454,20018667,20018667,39300,0,5234232885,4943241885,290991000,0,397013118,397013118,0,0,0,4857238434,0,4,6,"same","2008",9,5,21,225,-4509300,-7126556,43519635,8958070,-222466156,-23617391,0,0,-239751144,-2317917,-2317917,3831460,0,-420334911,-130311911,-290023000,0,-43667230,-53567230,0,9900000,0,-378985598,0
327,"jeonnam",53,19990309,340,4,211585330,0,37945056,0,0,0,0,0,173640274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,"same","1999",18,230.5,570.5,226,211585330,0,37945056,0,0,0,0,0,173640274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"gyeongbuk",54,19810605,545,4,370551475,362099268,0,0,0,0,0,0,8452207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379212677,377944792,0,0,0,0,0,0,1267885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,"same","1981",36,350,895,227,-8661202,-15845524,0,0,0,0,0,0,7184322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"choongnam",55,20070608,82,6,1371673098,88850663,1479982648,845358303,18988948,91100861,90514225,0,-269272126,295647013,295647013,283629961,0,5388442691,5386442691,2e+06,0,2029169902,450169902,0,1.58e+09,1.58e+09,3654919802,0,2003883826,139243217,1790214647,1274776978,8362186,80938625,79109329,0,1849523,391237052,351112912,333074285,40124140,5555174960,5553174960,2e+06,0,2022220084,312220084,1.2e+08,1.71e+09,1.71e+09,3924191928,0,32,42,"same","2007",10,37,119,228,-632210728,-50392554,-310231999,-429418675,10626762,10162236,11404896,0,-271121649,-95590039,-55465899,-49444324,-40124140,-166732269,-166732269,0,0,6949818,137949818,-1.2e+08,-1.3e+08,-1.3e+08,-269272126,0
331,"choongbuk",57,20081114,199,6,5317680322,0,4684074465,2674893000,5347078,104635951,90439291,0,534316984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5342572290,0,4876164784,2549145670,4969047,107215023,81880683,0,364161530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,"same","2008",9,72.5,271.5,229,-24891968,0,-192090319,125747330,378031,-2579072,8558608,0,170155454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"busan",60,20100809,84,6,2218020711,209581193,1957999248,1456995590,10188871,45791068,45187036,1633010,13205063,839045268,836544019,657747816,2501249,2338077257,2225383497,2250000,0,1589534408,189534408,0,1.4e+09,1.4e+09,1587588117,0,2043681890,207134699,1787959860,1376985170,6639587,40843441,40096155,3172010,11211467,677101838,674863196,542974756,2238642,2233147933,2198052947,2250000,0,1336278399,236278399,0,1.1e+09,1.1e+09,1573971372,0,46,46,"same","2010",7,46,130,230,174338821,2446494,170039388,80010420,3549284,4947627,5090881,-1539000,1993596,161943430,161680823,114773060,262607,104929324,27330550,0,0,253256009,-46743991,0,3e+08,3e+08,13616745,0
333,"busan",61,20020422,146,5,34642075179,2072919045,31743968435,16542755035,266919878,140231539,65413820,116768240,835107798,5049599593,4711923993,2386690920,337675600,14579114490,11081185300,3246990000,0,11684950171,8188638327,0,3496311844,1.76e+09,7943763912,0,32999609917,1962861289,30182278912,15329690614,495028816,686848862,95791028,6e+07,602649670,4314969558,3983739436,2042762160,331230122,14110819212,11602969212,2502850000,0,11305110056,7623087699,0,3682022357,2.26e+09,7120678714,0,307,307,"same","2002",15,307,453,231,1642465262,110057756,1561689523,1213064421,-228108938,-546617323,-30377208,56768240,232458128,734630035,728184557,343928760,6445478,468295278,-521783912,744140000,0,379840115,565550628,0,-185710513,-5e+08,823085198,0
335,"busan",62,20100423,194,6,9415617490,0,8968913624,5677301293,131414973,559742865,67442885,89043270,-70667296,2201031755,2201031755,1376992103,0,7257672915,5275394718,5e+08,0,5791812668,1152504760,0,4639307908,2.04e+09,3666892002,1239850236,9556086350,0,8847120004,5493770718,125568389,645188834,46754914,210419010,-21073109,1815022642,1815022642,1164451157,0,6868778499,5124337672,5e+08,0,4946241843,689785015,0,4256456828,2.08e+09,3737559298,1310517532,193,170,"same","2010",7,181.5,375.5,232,-140468860,0,121793620,183530575,5846584,-85445969,20687971,-121375740,-49594187,386009113,386009113,212540946,0,388894416,151057046,0,0,845570825,462719745,0,382851080,-4e+07,-70667296,-70667296
338,"busan",62,19990401,0,6,3880361965,212957367,3645669140,2279279579,0,0,0,0,21735458,6143056202,6121472776,556948696,21583426,131670247,53176281,1079320,0,1926987508,626987508,0,1.3e+09,0,4347738941,0,4043196960,223600700,3573913541,2237227864,26641424,4768947,1350822,35669820,231885376,1581387312,1557361881,559399481,24025431,2417286648,2338407470,1079320,0,727550959,413212918,0,314338041,0,3271123001,0,62,60,"same","1999",18,61,61,233,-162834995,-10643333,71755599,42051715,-26641424,-4768947,-1350822,-35669820,-210149918,4561668890,4564110895,-2450785,-2442005,-2285616401,-2285231189,0,0,1199436549,213774590,0,985661959,0,1076615940,0
339,"busan",63,20140106,121,6,3160360223,0,2742246299,1705100965,13058289,151071207,150632458,0,280101006,770510597,760668097,271062718,9842500,5403358727,5348357765,4.7e+07,0,4207848577,442848577,0,3.77e+09,3.68e+09,1966020747,51569603,114227690,0,99705311,56978455,1189903,11285120,11283752,0,4427162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,75,"same","2014",3,64.5,185.5,234,3046132533,0,2642540988,1648122510,11868386,139786087,139348706,0,275673844,770510597,760668097,271062718,9842500,5403358727,5348357765,4.7e+07,0,4207848577,442848577,0,3.77e+09,3.68e+09,1966020747,51569603
340,"busan",64,20090204,172,5,19725085165,1716538905,17778735281,9649540693,376137810,342895646,19925646,257856180,5196963,2483615080,2324423314,1270292384,98668216,11417915427,11179035427,236880000,0,5573847775,3720521599,0,1853326176,0,8327682732,4013980311,19158275420,1963094627,16820890703,8897591080,266988411,303232156,1413686,65830540,272215805,2711519423,2599050619,862042787,108753764,11360996745,11032336745,325660000,0,5750030399,4005822399,5.2e+08,1744208000,0,8322485769,4008783348,202,185,"same","2009",8,193.5,365.5,235,566809745,-246555722,957844578,751949613,109149399,39663490,18511960,192025640,-267018842,-227904343,-274627305,408249597,-10085548,56918682,146698682,-88780000,0,-176182624,-285300800,-5.2e+08,109118176,0,5196963,5196963
342,"busan",67,20150508,231,6,8683194167,0,7801103612,4298767407,39408040,561471536,160036631,66994150,293032909,1887124205,1887124205,1389278621,0,9185112347,8829804347,3.9e+07,0,5774177718,700177718,0,5.07e+09,4.85e+09,5298058834,0,7508157891,0,6734535491,3723247313,2614490,306853610,164034630,14450462,454932818,1648878328,1648878328,791364773,0,9660197542,9301653542,3.9e+07,0,6304049945,1454049945,0,4.85e+09,4.85e+09,5005025925,0,142,80,"same","2015",2,111,342,236,1175036276,0,1066568121,575520094,36793550,254617926,-3997999,52543688,-161899909,238245877,238245877,597913848,0,-475085195,-471849195,0,0,-529872227,-753872227,0,2.2e+08,0,293032909,0
344,"busan",68,20031201,0,2,684550260,0,561935625,301400000,8067090,2748281,1364824,18640111,109293333,1332665086,1331506704,62436350,0,772105779,502105779,2.7e+08,0,95280871,94910871,0,370000,0,2009489994,0,774560815,0,756096906,363830000,15339220,4402666,617047,8050806,21349657,1172967732,1171014420,49160437,0,796808527,526808527,2.7e+08,0,69579598,69209598,0,370000,0,1900196661,0,11,8,"same","2003",14,9.5,9.5,237,-90010555,0,-194161281,-62430000,-7272130,-1654385,747777,10589305,87943676,159697354,160492284,13275913,0,-24702748,-24702748,0,0,25701273,25701273,0,0,0,109293333,0
345,"busan",69,20170420,0,7,684550260,0,561935625,301400000,8067090,2748281,1364824,18640111,109293333,1332665086,1331506704,62436350,0,772105779,502105779,2.7e+08,0,95280871,94910871,0,370000,0,2009489994,0,774560815,0,756096906,363830000,15339220,4402666,617047,8050806,21349657,1172967732,1171014420,49160437,0,796808527,526808527,2.7e+08,0,69579598,69209598,0,370000,0,1900196661,0,0,0,"non","2017",0,0,0,238,-90010555,0,-194161281,-62430000,-7272130,-1654385,747777,10589305,87943676,159697354,160492284,13275913,0,-24702748,-24702748,0,0,25701273,25701273,0,0,0,109293333,0
347,"busan",72,19920930,46,5,24902239589,0,20754401915,9124568740,1260066039,2201163603,0,751876410,2454863700,17426198419,17188730918,4.3e+07,237467501,20204004977,17821794609,2089574158,0,11298983522,1269737818,0,10029245704,0,26331219874,0,22632264435,0,18746525315,8619776530,1208397057,1949095880,0,658145094,2486895203,14901654498,14712195301,4.3e+07,189459197,19154432932,17497628774,1656804158,0,10179731256,1265216305,0,8914514951,0,23876356174,0,123,118,"same","1992",25,120.5,166.5,239,2269975154,0,2007876600,504792210,51668982,252067723,0,93731316,-32031503,2524543921,2476535617,0,48008304,1049572045,324165835,432770000,0,1119252266,4521513,0,1114730753,0,2454863700,0
349,"gyeongnam",75,20100430,217,5,31228245310,8493209446,20522064521,13260001610,1056240724,203213871,76872540,626731120,2439267076,9398524773,9186045483,0,212479290,10933048319,9998425755,163225000,0,8347351629,6001141629,0,2346210000,2146197000,11984221463,0,27647348219,7959556236,18260011267,11796516910,1082696920,413537669,120736670,521552080,1575387887,7683537213,7495493594,0,188043619,10821079360,9839249671,144720000,0,8959662186,5828486186,7.3e+07,3131176000,2931163000,9544954387,0,230,230,"same","2010",7,230,447,240,3580897091,533653210,2262053254,1463484700,-26456196,-210323798,-43864130,105179040,863879189,1714987560,1690551889,0,24435671,111968959,159176084,18505000,0,-612310557,172655443,-7.3e+07,-784966000,-784966000,2439267076,0
350,"seoul",79,19970728,0,2,90657337791,34110346410,51275591198,18373206448,249110359,650564731,0,913862494,3956083317,41559467402,39491703838,2095708943,2067763564,15617505806,4037984019,3740957990,0,28678713715,20393868777,0,8284844938,0,28498259493,688141168,83017624455,29594034173,47199122378,17646935544,257981422,498529730,0,1739948087,4243971509,39842477213,38030254902,1594697632,1812222311,13978404809,3600658183,3474638990,0,29429836204,19487380024,0,9942456180,0,24391045818,537010810,435,411,"same","1997",20,423,423,241,7639713336,4516312237,4076468820,726270904,-8871063,152035001,0,-826085593,-287888192,1716990189,1461448936,501011311,255541253,1639100997,437325836,266319000,0,-751122489,906488753,0,-1657611242,0,4107213675,151130358
351,"gyeonggi",80,20040204,22,5,5078418480,991572261,4064323780,2840441447,42020699,39903758,504763,2765855,21873525,1372133679,1312807479,1655958,59326200,2386537960,2318993210,5e+07,0,758594349,609244349,0,149350000,0,3000077290,0,5223385300,924971322,4092223634,3027746198,87973639,19644534,15847064,33742440,240777009,1496741280,1427056270,20978058,69685010,2479445642,2302493210,5e+07,0,997983157,629882763,0,368100394,2e+08,2978203765,0,48,48,"same","2004",13,48,70,242,-144966820,66600939,-27899854,-187304751,-45952940,20259224,-15342301,-30976585,-218903484,-124607601,-114248791,-19322100,-10358810,-92907682,16500000,0,0,-239388808,-20638414,0,-218750394,-2e+08,21873525,0
352,"gyeonggi",80,19980328,523,4,1.41e+11,42200188968,1.03e+11,64035593950,2425593647,2517221749,0,155935820,-4696700774,26642193977,25475995897,14092571696,1166198080,1.56e+11,1.56e+11,0,0,68592442980,20220594605,0,48371848375,0,1.14e+11,0,1.37e+11,42394490989,98378400364,61279110456,2762805922,1607208762,0,14371980,-2397524609,20345931330,19315460156,12245384197,1030471174,1.64e+11,1.63e+11,0,0,58746909780,18071755767,0,40675154013,0,1.25e+11,0,1200,1200,"change","1998",19,1200,1723,243,4e+09,-194302021,4621599636,2756483494,-337212275,910012987,0,141563840,-2299176165,6296262647,6160535741,1847187499,135726906,-8e+09,-7e+09,0,0,9845533200,2148838838,0,7696694362,0,-1.1e+10,0
354,"gyeonggi",82,20040422,14,2,4639142118,0,4152333613,2434251548,20861577,301129796,97144021,8881100,197659186,1296812887,1292956887,455873903,3856000,3441707066,2965507546,476193520,0,3573312133,446175930,0,3127136203,2798330000,1165207820,0,3988966779,0,3846940201,2293759798,19899552,64731681,50845571,8931160,88263289,667617695,663659695,424719029,3958000,3553309128,3093076128,460227000,0,3253378189,172306538,0,3081071651,2.84e+09,967548634,0,43,43,"same","2004",13,43,57,244,650175339,0,305393412,140491750,962025,236398115,46298450,-50060,109395897,629195192,629297192,31154874,-102000,-111602062,-127568582,15966520,0,319933944,273869392,0,46064552,-41670000,197659186,0
355,"sejong",85,20050223,180,6,4629581758,0,4454414584,2225947670,50483183,165494312,108300237,107720,60048325,875327728,875327728,728829250,0,11042970068,10979210068,53200000,0,4298669054,723669054,0,3.58e+09,3.33e+09,7619628742,0,4614369739,0,4405353878,2260530325,62115874,216112580,125215984,236170,54782985,875982385,875982385,785366070,0,11076796517,11010396517,53200000,0,4393198485,695198485,0,3.7e+09,3.45e+09,7559580417,7559580417,73,75,"change","2005",12,74,254,245,15212019,0,49060706,-34582655,-11632691,-50618268,-16915747,-128450,5265340,-654657,-654657,-56536820,0,-33826449,-31186449,0,0,-94529431,28470569,0,-1.2e+08,-1.2e+08,60048325,-7559580417
356,"gangwon",86,20100405,193,4,9e+06,0,4070430,0,0,0,0,0,4929570,235340,235340,235340,0,339411005,339411005,0,0,0,0,0,0,0,339646345,0,1454544,0,4070430,0,0,0,0,0,-2615886,476500,476500,476500,0,343481435,343481435,0,0,0,0,0,0,0,343957935,0,211,187,"change","2010",7,199,392,246,7545456,0,0,0,0,0,0,0,7545456,-241160,-241160,-241160,0,-4070430,-4070430,0,0,0,0,0,0,0,-4311590,0
357,"gyeonggi",90,19830518,339,4,62119468063,0,61961288974,31038578546,2351451268,207654215,19451740,239284900,2062691242,34554286094,33657227071,296239299,897059023,27308429271,23131276536,4177152735,0,19102090043,14434643703,0,4667446340,1.39e+09,42760625322,109305447,60862613021,0,58290961684,29681246275,3001145594,1958862922,12117362,365454050,3248479959,34310061979,33333700634,16342538605,976361345,23463619279,23079057659,384561620,0,17075747178,14629552987,0,2446194191,5e+08,40697934080,109305447,575,540,"same","1983",34,557.5,896.5,247,1256855042,0,3670327290,1357332271,-649694326,-1751208707,7334378,-126169150,-1185788717,244224115,323526437,-16046299306,-79302322,3844809992,52218877,3792591115,0,2026342865,-194909284,0,2221252149,8.9e+08,2062691242,0
358,"gyeonggi",90,19820110,24,5,4271967414,705092247,3602863730,2619078640,163060439,162997002,163614,11538090,-47463216,1087581285,991476994,582042687,96104291,10881052682,10803514882,23537800,0,1790009782,378697894,0,1411311888,0,10178624185,0,4267219800,755675328,3368545504,2346229480,143331085,183705065,616541,12204890,90420098,1085092264,1016356658,645008347,68735606,11038110063,10972572263,23537800,0,1897114926,444638723,0,1452476203,0,10226087401,0,44,45,"same","1982",35,44.5,68.5,248,4747614,-50583081,234318226,272849160,19729354,-20708063,-452927,-666800,-137883314,2489021,-24879664,-62965660,27368685,-157057381,-169057381,0,0,-107105144,-65940829,0,-41164315,0,-47463216,0
359,"gyeonggi",92,20140214,137,6,2619102276,0,2522123535,1499649768,29118,75853884,73453884,0,21153975,885808063,835543016,535231390,50265047,5304495636,5294395636,10100000,0,2504671389,1164671389,0,1.34e+09,1.34e+09,3685632310,1079232310,2334523080,0,2226969023,1281907837,1336040692,30206542,25023182,0,1413388207,659596127,608299253,303824831,51296874,5283019636,5272919636,10100000,0,1063537428,371621978,0,691915450,691915450,4879078335,1058078335,42,42,"same","2014",3,42,179,249,284579196,0,295154512,217741931,-1336011574,45647342,48430702,0,-1392234232,226211936,227243763,231406559,-1031827,21476000,21476000,0,0,1441133961,793049411,0,648084550,648084550,-1193446025,21153975
360,"jeonnam",93,20140519,24,5,787656250,0,716005805,343902800,7939,22481207,22481207,1303520,47873657,68757088,68757088,59780980,0,1142391871,1112391871,3e+07,0,512383936,30169780,0,482214156,482214156,698765023,0,755667749,0,709368944,280342000,14797,20243065,20243065,1053320,25017217,54579831,54579831,46709070,0,1209114429,1179114429,3e+07,0,1130002894,2103450,0,1127899444,495499444,133691366,0,9,9,"change","2014",3,9,33,250,31988501,0,6636861,63560800,-6858,2238142,2238142,250200,22856440,14177257,14177257,13071910,0,-66722558,-66722558,0,0,-617618958,28066330,0,-645685288,-13285288,565073657,0
361,"choongnam",94,20121204,143,6,3482731707,152412981,3172634217,1644365564,55469675,190357874,79841079,0,22796310,830036676,816094106,479762133,13942570,3956506429,3861961475,24200000,0,2327395560,345395560,0,1.98e+09,1.94e+09,2459147545,0,3358097211,142100205,3162317135,1543229647,62730014,81500965,80975939,0,34908920,777955614,770797994,489101280,7157620,3820544690,3731984178,37696000,0,2162149069,272149069,0,1.89e+09,1.86e+09,2436351235,0,50,50,"same","2012",5,50,193,251,124634496,10312776,10317082,101135917,-7260339,108856909,-1134860,0,-12112610,52081062,45296112,-9339147,6784950,135961739,129977297,-13496000,0,165246491,73246491,0,9e+07,8e+07,22796310,0
